
---------- Begin Simulation Statistics ----------
final_tick                                   68493000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                  84309                       # Simulator instruction rate (inst/s)
host_mem_usage                                 641244                       # Number of bytes of host memory used
host_op_rate                                   153998                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                     0.59                       # Real time elapsed on the host
host_tick_rate                              115122112                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                       50138                       # Number of instructions simulated
sim_ops                                         91614                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.000068                       # Number of seconds simulated
sim_ticks                                    68493000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                     53626                       # number of cc regfile reads
system.cpu.cc_regfile_writes                    40917                       # number of cc regfile writes
system.cpu.committedInsts                       50138                       # Number of Instructions Simulated
system.cpu.committedOps                         91614                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               1.366110                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         1.366110                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                      1737                       # number of floating regfile reads
system.cpu.fp_regfile_writes                      805                       # number of floating regfile writes
system.cpu.idleCycles                           21742                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                  682                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                    10873                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.481809                       # Inst execution rate
system.cpu.iew.exec_refs                         5142                       # number of memory reference insts executed
system.cpu.iew.exec_stores                       2124                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                    2172                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts                  3413                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                  0                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts                81                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts                 2575                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts              105945                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts                  3018                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts               907                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts                101495                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                     13                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                   658                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                    596                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                   675                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents             14                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect          598                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect             84                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                    143015                       # num instructions consuming a value
system.cpu.iew.wb_count                        100705                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.589232                       # average fanout of values written-back
system.cpu.iew.wb_producers                     84269                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.470275                       # insts written-back per cycle
system.cpu.iew.wb_sent                         100983                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                   134894                       # number of integer regfile reads
system.cpu.int_regfile_writes                   86580                       # number of integer regfile writes
system.cpu.ipc                               0.732006                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         0.732006                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::No_OpClass               662      0.65%      0.65% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu                 95686     93.44%     94.08% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult                    6      0.01%     94.09% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                    30      0.03%     94.12% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd                 136      0.13%     94.25% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                   0      0.00%     94.25% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt                   0      0.00%     94.25% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult                  0      0.00%     94.25% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc               0      0.00%     94.25% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                   0      0.00%     94.25% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc                  0      0.00%     94.25% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  0      0.00%     94.25% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                    0      0.00%     94.25% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     94.25% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu                  164      0.16%     94.41% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp                   12      0.01%     94.42% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                   78      0.08%     94.50% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc                 248      0.24%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift                  0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdDiv                    0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd               0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp               0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt               0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv               0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAdd              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAlu              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceCmp              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceAdd            0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceCmp            0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAesMix                 0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash               0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead                 3081      3.01%     97.75% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite                1656      1.62%     99.37% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead             105      0.10%     99.47% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite            544      0.53%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total                 102408                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                    1507                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads                2965                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses         1413                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes               1737                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                         447                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.004365                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                     346     77.40%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     77.40% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                     11      2.46%     79.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     79.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                      5      1.12%     80.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     5      1.12%     82.10% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     82.10% # attempts to use FU when none available
